Book Title,Authors
Cultivating Systemic Resilience in Therapy,"Christie Eppler, Raquel Martin"
Major Literary Seminars of Jacques Lacan,Santanu Biswas
Psychologie des Alterns,Ursula Lehr
Successful Group Work,Patrice Palmer
Religion and Conspiracy Theories,David G. Robertson
Feeling Climate Change,Debra J. Davidson
"Storying Leadership for Equity, Diversity, and Inclusion","Ambika Gopal Raj, Socorro Orozco"
"Shadows of Fatherhood, Jung, and Film",Mark Holmwood
Early Media Effects Theory & the Suggestion Doctrine,Patrick Parsons
Emotional intelligence,Ann Cartwright
Love Life,Matthew Hussey
Grief Is for People,Sloane Crosley
Pace Yourself,Amy Arthur
Literatura infantil y clases sociales,"Hugo Cerda, H. Cerda"
Conversations with a Sardonic Therapist,"Anh Ta, Mafalda Soares"
Psychology Essentials for Behavior Analysts,"Lauryn M. Toby, Erica S. Ranade"
Disappointing Affirmations,Dave Tarnowski
A Chaotic Life,Stanley Krippner
The dynamics of literary response,Norman Norwood Holland
Weiblicher Lebenszusammenhang,Ulrike Prokop
My Blob Feelings Workbook,"Pip Wilson, Ian Long"
Ladder,Cathy Newman
La psychologie expérimentale,Paul Fraisse
House of cards,Jerome H. Skolnick
Trauma-Informed Teaching in Your Elementary Classroom,"Lori Brown, Alison Bartlett"
Renaissance Dream Cultures,Alessandro Arcangeli
Touching Enlightenment,Reginald A. Ray
"Egon Schiele, 1890-1918","Reinhard A. Steiner, Reinhard Steiner, Egon Schiele"
Four Rules of Confrontation,"Ryan Cate Gibson, Thea Harvey-Barratt"
Doorways of Life,Trevor Singleton
Proceedings of the 21st Conference of the European Association for Aviation Psychology (EAAP),"European Association for Aviation Psychology. Conference, Neil Johnston, Ray Fuller"
Your Defense Against Cancer,Henry Dreher
Basic terminology for therapeutic recreation and other action therapies,"Scout Lee, Jan Summers"
Psychology of the Afro American,Adelbert H. Jenkins
Internal family systems therapy,Richard C. Schwartz
The courage to write,Ralph Keyes
Men in perspective,"Nigel Edley, Margaret Wetherell"
Christian mysticism,"William McNamara, Fr., OCD"
Prospering woman,Ruth Ross
Separate lives,Judy Dunn
Children's Friendships,"Judy Dunn, Jerome S. Bruner"
Finding our fathers,Samuel Osherson
George Orwell's Guide Through Hell,Robert Plank
Child and Adolescent Psychoanalysis in a Changing World,"Catalina Bronstein, Sara Flanders"
Do Your Best Coaching,"Julie Hess, Laura Daley"
Massive Charisma,Patrick King
Next Three Traits,Glenn Gasner
Is This Autism?,"Donna Henderson, Sarah Wayland, Jamell White"
Collective Spatial Cognition,"Kevin M. Curtin, Daniel R. Montello"
Deep Psychology of Bdsm and Kink,Douglas Thomas
Building Tolerance to Life's Inevitabilities,Trent L Culver
Child-Adolescent Behaviour,Veena Nandagiri
Outdoor Environments for People,Patsy Eubanks Owens
If Only I'd Known,Chelsey Brooke Cole
Positive Psychology at the Movies,"Ryan M. Niemiec, Danny Wedding"
Counselling and Career Guidance in Asia,"Anuradha J. Bakshi, Man-Tak Yuen"
The psychology of man's possible evolution,P. D. Ouspensky
Share the Road,"Janet Lawson, Dan Swearingen, Steven Waite"
Eco-Words,Anna Lisa Tota
Moral Injury and the Humanities,"Andrew I. Cohen, Kathryn McClymond"
When the mind fails,"Michel Silberfeld, Michel Silberfield, Arthur Fish"
11 : 59,Vincent Vanderbent
My Therapy Journal,Alli Bankston
Healing of My Soul,Leia Hughey
Neurological Intelligence,Glenn Cohen
Healing the wounds,David Hilfiker
Evil,Roy F. Baumeister
"Special children, challenged parents",Robert A. Naseef
Positively Single,Vera Peiffer
Understanding Experience,Roger Frie
Sexual assault on the college campus,Martin D. Schwartz
Between therapist and client,Michael Kahn
Options,"Durlynn Anema, Anema, Vickie Sanders Durlynn Anema, Vicki Sanders, Vickie Sanders"
Developmental research methods,Scott A. Miller
The workplace within,Larry Hirschhorn
The criminal justice network,"Steven M. Cox, John E. Wade"
Young people and crime,"Rodney Morgan, Rod Morgan, Sheila Hollins"
"Now that I'm out, what do I do?",Brian McNaught
History and Evolution of Psychology,Brian D. Cox
With pleasure,"Abramson, Paul R."
Assessment scales in old age psychiatry,"Alistair S. Burns, Alistair Burns, Brian Lawlor, Sarah Craig"
Freud and the dilemmas of psychology,Marie Jahoda
Clinical and Observational Psychoanalytic Research,Rosemary Davies
The Image of Manhood in Early Modern Literature,Andrew P. Williams
With Wings There Are No Barriers,Sue Augustine
"People, pooches & problems",Job Michael Evans
Calling the circle,Christina Baldwin
Anatomy of a Psychotic Experience,"Richard Reichbart, Nancy McWilliams"
Eternity in Our Hearts,Joshua Strunk
Power of the Pen,"Sheila Lowe, Teresa Abram, John Beck, Adam Brand, Victor Clark"
Preventing misdiagnosis of women,"Elizabeth A. Klonoff, Elizabeth Adele Klonoff, Hope Landrine"
How Brains Think,William H. Calvin
Informal assessment and instruction in written language,"Nancy Mather, Rhia Roberts"
Special techniques in assertiveness training for women in the health professions,Melodie Chenevert
Elementary principles of behavior,Richard W. Malott
Challenging your preconceptions,Randolph A. Smith
Facework,William R. Cupach
Psychology,"Daniel L. Schacter, Daniel T. Gilbert, Daniel M. Wegner"
Methods in Behavioural Research,Paul C. Cozby
The Art of Dying,Patricia Weenolsen
Seven Rules for Social Research,Glenn Firebaugh
Misery and Company,Candace Clark
SURRENDERING TO MARRIAGE,Iris Krasnow
The 22 non-negotiable laws of wellness,"Anderson, Greg, Greg Anderson"
Dreams and Drama,Alan Roland
In search of self in India and Japan,Alan Roland
The eating disorder sourcebook,Carolyn Costin
Beyond the DSM story,"Karen Eriksen, Victoria E. Kress"
Empirically based assessment of child and adolescent psychopathology,"Thomas M. Achenbach, Stephanie H. McConaughy"
Beginning to heal,"Ellen Bass, Laura Davis"
Streetwise,"Diego Gambetta, Heather Hamill"
Interpretive guide to the Millon Clinical Multiaxial Inventory,"James Choca, James P. Choca, Eric J. Van Denburg"
King of the Mountain,Arnold M. Ludwig
Portrait de l'artiste en saltimbanque,Jean Starobinski
Art in context,Jack A. Hobbs
Literacy disorders,"Anthony V. Manzo, Ula C. Manzo"
Directory of the American Psychological Association,American Psychological Association.
Color ordered,"Rolf G. Kuehni, Andreas Schwarz"
My Turn,Patricia Gottlieb Shapiro
Working and Caring,T. Berry Brazelton
Adulthood and aging,Douglas C. Kimmel
"Youth, brainwashing and the extremist cults",Ronald M. Enroth
The Norton anthology of American literature -- Third edition -- Volume 2,"Nina Baym, Ambrose Bierce, Kate Chopin"
Faith and the philosophers,John Harwood Hick
AI & Aliens,Jeremy Griffith
An inquiry into the foundations of psychology,Per Saugstad
Psychological aspects of early breast cancer,Colette Ray
Reviving Ophelia,Mary Bray Pipher
Principles of Interpretation,Steven T. Levy
The men they will become,Eli H. Newberger
Die Geschichte der Seele,Gotthilf Heinrich von Schubert
You can beat depression,"Preston, John"
Otherwise Engaged,Srully Blotnick
The psychology of the dentist-patient relationship,Stephen Bochner
Bed number ten,"Sue Baier, Mary Zimmeth Schomaker"
Creativity,Mihaly Csikszentmihalyi
You are what you say,"Matthew Budd, Matthew Budd M.D., Larry Rothstein, Matthew Md Budd"
"Smart women, foolish choices",Connell Cowan
The haunting melody,Theodor Reik
Gynesis,Alice Jardine
Feminist counselling in action,Jocelyn Chaplin
From psychiatric patient to citizen,Liz Sayce
"The Girlfriends' Bible on Dating, Mating, and Other Matters of the Flesh",Cathy Hamilton
Denken over liefde en macht,Kiki Amsberg
Radical departures,Saul V. Levine
Élémens d'idéologie,"Antoine Louis Claude Destutt, comte de Tracy"
Fit after 40,Don Nava
Improving the Effectiveness of the Helping Professions,Morley D. Glicken
Bedeutung und Ausdruck,Hanna Deinhard
Nurturing Girlpower,Sandra Susan Friedman
Disabled we stand,Allan T. Sutherland
I sold Andy Warhol (too soon),Richard Polsky
Dancing with horses,Klaus Ferdinand Hempfling
Offending identities,Kirsty Hudson
No more baby's mama drama,Ayesha J. Gallion
Do I look fat in this?,Rhonda Britten
Individuation in fairy tales,"Marie-Louise von Franz, Marie-Louise von Franz"
Why mothers kill,Geoffrey R. McKee
Psychiatry as medicine,"Yehuda Fried, A. Fried, J. Agassi"
The soul's logical life,Wolfgang Giegerich
Research Methods and Statistics,Sherri L. Jackson
The Truth About Dogs,Stephen Budiansky
The broken heart,"Lynch, James J."
Field study,Rachel Seiffert
Surviving Divorce,Trudi Strain Trueit
Tapping the power within,Iyanla Vanzant
Up From Here: Reclaiming the Male Spirit,Iyanla Vanzant
Never give in,Stephen Mansfield
Üstün yetenekli çocuklar,"Mustafa Ruhi Şirin, Adnan Kulaksızoğlu, Ahmet Emre Bilgili, Çocuk Vakfı, Turkey) Türkiye Üstün Yetenekli Çocuklar Kongresi (1st 2004 Istanbul"
Head injury in children and adolescents,Vivian Begali
Dead Boys Can't Dance,"Michel Dorais, Simon L. Lajeunesse"
On being a therapist,Jeffrey A. Kottler
Comparative Studies in Kinship,Jack Goody
Tapping the healer within,"Roger Callahan, Richard Trubo"
Encyclopedia of Human Behavior,Robert M. Goldenson
Transvestites and transsexuals,Richard F. Docter
"Dragon rises, red bird flies",Leon Hammer
Mourning unlived lives,Judith A. Savage
Health and human behaviour,"Jones, Ken, Ken Jones"
The parameters of cross-validation,Paul A. Herzberg
Fortune is a woman,Hanna Fenichel Pitkin
Sexism in America,Barbara J. Berg
Intrusions,Ursula Hegi
The child's world of illness,Simon R. Wilkinson
Q methodology,Bruce McKeown
Illness behavior,"International Conference on Illness Behavior (2nd 1985 Toronto, Ont.), Sean McHugh, T. Michael Vallis"
Men don't cry-- women do,"Terry L. Martin, Terry Martin"
Psychoanalysis and civilization,Paul Rosenfels
Body code,"Warren Lamb, Elizabeth Watson"
The custody of children,Richard A. Marafiote
Relaxercise,"David Zemach-Bersin, Zemach-Bersin David, Kaethe Zemach-Bersin, Mark Kaethe/ Reese"
Little Brother and the Cough,"Hiawyn Oram, Mary Rees"
A psychology of gesture,Charlotte Wolff
Perceptions of Phobia and Phobics,Beulah McNab
A death in California,Joan Barthel
Psychological aspects of nuclear war,James A. Thompson
Good girls gone bad,Susan Nadler
The Snow White Syndrome,Betsy Cohen
Childhood stress,Barbara Kuczen
"Women's psyche, women's spirit",Mary Lou Randour
Psychology in context,"David N. Sattler, Virginia Shabatay"
On women,Clara Thompson
"Coming apart, coming together","William E. Rabior, Andrew Paige"
Helping children cope with death,Robert V. Dodd
The Music Is You,Rosita Perez
Vida Sin Condiciones,Deepak Chopra
Explanation in the behavioural sciences,Robert Borger
Cognitive development among Sioux children,Gilbert Voyat
Dementia,"Leonard L. Heston, June A. White, Leonard Heston, June White"
Psychological aspects of the care of hospitalized patients,"Robinson, Lisa R.N."
The social psychology of experience,"Middleton, David, David Middleton, Steve D Brown"
Mojo mom,Amy Tiemann
Musik und Emotion,Horst-Peter Hesse
Organizational behavior,"Dennis W. Organ, W.Clay Hamner"
Psychiatry in dissent,Anthony W. Clare
Psychology and the Bible,J. Harold Ellens
The psychology of gambling,"Jon Halliday, Peter Fuller"
Biblical Psychology,Oswald Chambers
Helping skills II,"Idamarie Laquatra, Steven J. Danish, Anthony R. D'Augelli"
Do I have to give up me to be loved by you?,Jordan Paul
Spinal cord injuries,Roberta B. Trieschmann
The new peoplemaking,Virginia Satir
The Faith We Live,Albert Edward Day
Catherine,Maureen Dunbar
Rethinking cognitive theory,Jeff Coulter
Experimental design in behavioural research,K. D. Broota
Virevolte,Nancy Huston
An annotated bibliography on refugee mental health,Carolyn L. Williams
"Public appearances, private realities",Mark Snyder
The vanities of philosophy and physick,Gideon Harvey
Essai analytique sur les facultés de l'ame,Charles Bonnet
Essai de psychologie,Charles Bonnet
The social construction of anorexia nervosa,Julie Hepworth
Writing the NIH grant proposal,William Gerin
A new approach to women & therapy,Miriam Greenspan
Striving towards wholeness,Barbara Hannah
The Value In The Valley,Iyanla Vanzant
Problems of aging,Herman J. Loether
Painting and Our Inner World,Pavel Machotka
White papers for white Americans,Calvin C. Hernton
Personality and assessment. --,Walter Mischel
The psychology of being human,Zick Rubin
Terry Fox,Terry Fox
Behavioural And Mental Health Research,Glenys Parry
Driven,"Paul R. Lawrence, Nitin Nohria"
L' uomo negato,Giancarlo Quaranta
Baboon metaphysics,Dorothy L. Cheney
Culture and personality,Anthony F. C. Wallace
Why beautiful people have more daughters,"Alan S. Miller, Satoshi Kanazawa"
Millennials go to college,"Neil Howe, William Strauss"
"Too close, too soon","Jim A. Talley, Bobbie Reed"
You're Not Alone,"John Sabolich, Scott Sabolich"
Willpower's Not Enough,Arnold M. Washton
Journey to Joy,Leona Richards-Bishop
Living with mental illness,"Liz Kuipers, Paul Bebbington"
Failure & success in America,Martha Banta
How we understand art,Michael J. Parsons
"Lenin, Trotsky, and Stalin",Philip Pomper
Ex Wife Syndrome,Sandra S. Kahn
People in crisis,"Diana Sullivan Everstine, Louis Everstine, Gilda Moreno Manzur"
Pavlov's heirs,Steven A. Schwartz
Elizabeth Bishop's poetics of intimacy,Victoria Harrison
Singular paths,Robert L. Rubinstein
Swedes as others see them,Jean Phillips-Martinsson
Spiritual wholeness for clergy,"Donald R. Hands, Wayne L. Fehr"
Psychology,R. H. Ettinger
The Imp of the Mind,Lee Baer
Fall And Winter Festival,Millicent Edusei
Becoming brothers,"Howard Waskow, Howard J. Waskow"
Original Warm Fuzzy Tale,Claude Steiner
The vanguard artist,Bernard Rosenberg
Cambridge Handbook of Intelligence,Robert J. Sternberg
Dreaming Insights,Gillian Holloway
Tarot for Creativity,Chelsey Pippin Mizzi
Breast feeding and sexuality,Mara Mabilia
Psychology,Nicky Hayes
Perceptions and representations,Keith Oatley
The demands of art,Max Raphael
Inside Organized Racism,Kathleen M. Blee
Abortion handbook,Arthur Frederick Ide
The body of Christopher Creed,Carol Plum-Ucci
Aging is a lifelong affair,Ben Weininger
The study of behavior,"Stephenson, William"
25 Role Plays for Assertiveness Training,"Sue Bishop, Bishop"
Dreams and myths,Karl Abraham
Between Myth and Morning Women Awakening,Elizabeth Janeway
Families with a difference,"Michael Humphrey, Heather Humphrey"
Leader in You,"Tori Ellis, Marisha Kriel"
Psychology,Peter D. Spear
The Artist's Way of Working in the Various Handicrafts and Arts of Design,Russell Sturgis
The Underachiever's Manifesto,Ray Bennett
Post-traumatic and acute stress disorders,Matthew J. Friedman
The end of elsewhere,Taras Grescoe
Locker Room Diaries,Leslie Goldman
Old Age in a New Age,Beth Baker
Treating drug problems,Arthur W. Blume
Environmental psychology,Charles J. Holahan
When Your Pet Dies..,Victoria Ryan
Dragonslippers,Rosalind B. Penfold
"The bipolar handbook for children, teens, and families",Wes Burgess
Athene,Ann Shearer
The drug user,Stanley Einstein
Beyond drugs,Stanley Einstein
Learning theory and the symbolic processes,Orval Hobart Mowrer
The Talking Ape,Keith Laidler
The British School of Psychoanalysis,Gregorio Kohon
Medical genetics casebook,Colleen D. Clements
Trauma,Ruth Leys
On black men,David S. Marriott
Beyond Virtue,"Liz Jackson, Judith Suissa"
Driving with care,"Kenneth W. Wanberg, Harvey B. Milkman, David S. Timkin"
Path to Collective Madness,Dipak K. Gupta
Bad Nights,Rebecca York
Habits,"Fausto Caruana, Italo Testa"
Help Yourself with Single-Session Therapy,Windy Dryden
Problematic Research Practices and Inertia in Scientific Psychology,"James T. Lamiell, Kathleen L. Slaney"
Bystander Effect,Catherine Sanderson
Sensory-Based Relational Art Therapy Approach,Huma Durrani
Notes from Your Therapist,Allyson Dinneen
What Is Anxiety?,Caitie McAneney
Sometimes I Feel Embarrassed,Jaclyn Jaycox
Assessment of two cost-effectiveness studies on cocaine control policy,"Charles F. Manski, John Pepper, Yonette F. Thomas"
Silvan Tomkins Handbook,"Adam J. Frank, Wilson, Elizabeth A."
Do Life Differently,"Jeff D. Reeter, Kris Bearss"
Radical Belonging,Lindo Bacon
Interdisciplinary Approach to the Human Mind,Line Joranger
Living to 100,"Thomas T. Perls, Margery Hutter Silver, John F. Lauerman"
Zero Negativity,Ant Middleton
Adventures of a Psychologist,Michael Corballis
Beyond Reasoning,Ken Manktelow
Adolescent mental health,Areej Hassan
Gratitude Project,"Jeremy Adam Smith, Kira Newman, Jason Marsh, Dacher Keltner"
Identifying Perinatal Depression and Anxiety,"Jeannette Milgrom, Alan W. Gemmill"
Contagionism and Contagious Diseases,Martina King
Psychology : Core Concepts,"Philip G. Zimbardo, Robert L. Johnson, Vivian McCann"
Critical and Creative Thinking,Robert DiYanni
Tackling Depression at Work,"Kerrie Eyers, Gordon Parker, Matthew Johnstone"
Cognitive Behavioral Workbook for Anger,"William J. Knaus, Irwin F. Altrows"
Queer History of Adolescence,Gabrielle Owen
Experiments in Anti-Social Behaviour,David Canter
Psychology of Wellbeing,Gary W. Wood
Declarative Mapping Sentences in Qualitative Research,Paul M. W. Hackett
Deployed,Stanley Hall
Lacan and the Formulas of Sexuation,Guy Le Gaufey
Creativity,John Cleese
Good Morning Intentions,"Britt Deanda, Tara Schulenberg"
Grit Workbook for Kids,Elisa Nebolsine
Moment for Me,Catherine Polan Orzech
Six Super Skills for Executive Functioning,"Lara Honos-Webb, Neil D. Brown"
Highly Sensitive Person's Guide to Dealing with Toxic People,"Shahida Arabi, Andrea Schneider"
Teen Girl's Anxiety Survival Guide,Lucie Hemmen
Cognitive Modeling of Human Memory and Learning,"Lidia Ghosh, Amit Konar, Pratyusha Rakshit"
Reinventing Masculinity,"Edward M. Adams, Ed Frauenheim"
Motivating Self and Others,"Martin E. Ford, Peyton R. Smith"
Handbook of Listening,"Debra L. Worthington, Graham D. Bodie"
Rethinking Creativity,Robert W. Weisberg
Deep Learning in a Disorienting World,Jon F. Wergin
"Veterans and Active Duty Military Psychotherapy Treatment Planner, with DSM-5 Updates","Bret A. Moore, Arthur E., Jr Jongsma"
Dogstrology,Luna Malcolm
Your Anxiety Beast and You,"Eric Goodman, Louise Gardner"
Happiness Workout,Noa Belling
Handbook of Visual Methods in Psychology,Paula Reavey
Eating Disorders and Expressed Emotion,"Renee Rienecke, Daniel Le Grange"
Architectures of the Unforeseen,Brian Massumi
Think Like a Girl,Tracy Packiam Alloway
Coffee Bean for Kids,"Jon Gordon, Damon West"
Renaissance Personhood,Kevin Curran
The psychology of dental care,G. Kent
Undaunted,"Kara Goldin, Kara Goldin"
Behavioural Dynamics at the Workplace,"Umashankar K, Charitra H G"
Birth of Ethics,Michael van Manen
Coaching Researched,"Jonathan Passmore, David Tee"
In the Know,Russell T. Warne
Promise of Adolescence,"National Academies of Sciences, Engineering, and Medicine, Health and Medicine Division, Division of Behavioral and Social Sciences and Education, Youth, and Families Board on Children, Committee on the Neurobiological and Socio-behavioral Science of Adolescent Development and Its Applications"
Strategies of Deviance,Earl Jackson
Defence of Witchcraft Belief,Eric Pudney
Contextual Behavior Therapy for Sexual and Gender Minority Clients,Matthew D. Skinta
Burnout to Breakthrough,Eileen McDargh
Pulp Vietnam,Gregory A. Daddis
The Model Minority Stereotype,Nicholas Daniel Hartlep
Toxic Meritocracy of Video Games,Christopher A. Paul
Empirische Psychologie nach naturwissenschaftlicher Methode,Moritz Wilhelm Drobisch
ETHICS FOR EUROPEAN PSYCHOLOGISTS,Geoff Lindsay
Flow and the Foundations of Positive Psychology,Mihaly Csikszentmihalyi
Couple Resilience,"Karen Skerrett, Karen Fergus"
"Advances in Environmental Psychology, Volume 6 : Exposure to Hazardous Substances","Allen H. Lebovits, Andrew Baum, Jerome E. Singer"
"New Developments in Behavioral Research : Theory, Method and Application","Barbara C. Etzel, Judith M. LeBlanc, Donald M. Baer"
Advances in Environmental Psychology,"Andrew Baum, Jerome E. Singer"
On the Way to Collaborative Psychological Assessment,Constance T. Fischer
In Praise of Risk,"Anne Dufourmantelle, Steven Miller"
Cooperation,Michael Argyle
Pain and Suffering,Ronald Schleifer
Literacy,John Oxenham
Physical Activity and Educational Achievement,"Romain Meeusen, Sabine Schaefer, Phillip D. Tomporowski, Bailey, Richard"
More IQ Testing,"Philip Carter, Ken Russell"
Understanding Vulnerability,"Vanessa Heaslip, Julie Ryden"
Overcoming Health Anxiety,David Veale
Forgiveness and other acts of love,Stephanie Dowrick
Kinder und Jugendliche Im Leistungssport - eine Herausforderung Fuer Eltern und Trainer,Martin K. W. Schweer
Helping children cope with grief,Alan Wolfelt
Gustav Mahler's Mental World,"Constantin Floros, Ernest Bernhardt-Kabisch"
Physician-Assisted Death : Scanning the Landscape,"National Academies of Sciences, Engineering, and Medicine, Health and Medicine Division, Board on Health Sciences Policy, Joe Alper, Caroline M. Cilio"
"Leadership, Coaching and Followership",Ann M. Brewer
Cycle of Excellence,"Tony Rousmaniere, Rodney K. Goodyear, Scott D. Miller, Bruce E. Wampold"
Mind Games,"Jeff Grout, Sarah Perrin"
Pediatric Psychodermatology,"Ruqiya Shama Tareen, Ruqiya Shama Tareen, Donald E. Greydanus, Mohammad Jafferany"
Revival,Otto Fenichel
Hierarchy,John Child
Italia Lunare,Fabio Camilletti
Penelope Perfect,"Shannon Anderson, Katie Kath"
Finding Your Voice As a Beginning Marriage and Family Therapist,"Jessica Chenfeng, Dana Stone"
Psychologie in Koeln,"Inga Rapp, Luck Rapp"
Psychology,"Julia Willerton, Green, Simon, David Cox, Rob Lewis, Kevin Silber"
Art of Personality in Literature and Psychoanalysis,Meg Harris Williams
Wiley Handbook of Theoretical and Philosophical Psychology,"Jack Martin, Jeff Sugarman, Kathleen L. Slaney"
Conceiving Masculinity,Liberty Walther Barnes
How We Die Now,Karla Erickson
All in the Mind,"Adrian Furnham, Dimitrios Tsivrikos"
Wiley Blackwell Handbook of Positive Psychological Interventions,"Acacia C. Parks, Stephen Schueller"
"Faszination Psychologie - Erleben, Verhalten, Bewusstsein","Armin Stock, Claudia Stock"
Building Infrastructure for International Collaborative Research in the Social and Behavioral Sciences,"Beryl Lieff Benderly, Lois Peterson Kent, USNC/Psychology Workshop Planning, Building Infrastructure for International Collaborative Research in the Social and Behavioral Sciences Committee, Policy and Global Affairs"
Vom Denken der Natur Zur Natur des Denkens,David Wirmer
Great Myths of Aging,"Joan T. Erber, Lenore T. Szuchman"
Sex Offender Treatment,"Daniel T. Wilcox, Tanya Garrett, Leigh Harkins"
Psychology,"Amy Marin, Roger R. Hock"
Unbound,Kasia Urbaniak
Artful Path to Mindfulness,Janet Slom
Experimental Philosophy,Joshua Alexander
Through the Eyes of Serial Killers,Nadia Fezzani
Male impersonators,Mark Simpson
Grief and its transcendence,"Adele Tutter, Leon Wurmser"
Deal with it!,Esther Drill
Impact,"Tammy Tibbetts, Christen Brandt"
All About Friends,"Felicity Brooks, Mar Ferrero, Gemma Alonso de la Sierra"
Does God Want Us to Be Happy?,Randy C. Alcorn
Pocket Therapy for Anxiety,"Edmund J. Bourne, Lorna Garano"
Break the Good Girl Myth,Majo Molfino
Otkrovenii︠a︡ v proza,Stefan Stanev
Your Brain Is Always Listening,Daniel G. Amen
A Good Apology,Molly Howes
Sensehacking,Charles Spence
Psychology and Formalisation,Anita Williams
Formulated Experiences,Peter L. Rudnytsky
Trauma and Uprooting,Diana Miserez
Be Your Own Best Friend,Chessie King
Raising Resilient Children,Kelly Cleeve
Future You,Brian David Johnson
Sage Handbook of Evolutionary Psychology,Todd K. Shackelford
Thoughts on Things Forgotten,"Georg Schmid, Sigrid Schmid-Bortenschlager"
Hate in the Homeland,Cynthia Miller-Idriss
Making an Impact on Mental Health,"Paul Gilbert, James N. Kirby"
"Design Thinking, Systems Approach to Well-Being Within Education and Practice","National Academies of Sciences, Engineering, and Medicine, Health and Medicine Division, Board on Global Health, Global Forum on Innovation in Health Professional Education, Erin Hammers Forstag"
Aptitude,"Susanne P. Lajoie, Patrick C. Kyllonen"
Dancing at the crossroads,Lorna Czarnota
Marx und Freud,Dieter Wyss
Gift of Presence,Caroline Welch
Change Your World,"John C. Maxwell, Rob Hoskins"
Be Mindful and Simplify Your Life,Kate James
In the shadow of the dreamchild,Karoline Leach
The Impact of ICT on Quality of Working Life,"Christian Korunka, Peter Hoonakker"
The Experience of Meaning in Life,"Joshua A. Hicks, Clay Routledge"
"Applied Issues in Investigative Interviewing, Eyewitness Memory, and Credibility Assessment","Barry S. Cooper, Dorothee Griesel, Marguerite Ternes"
The Challenges of Mental Health Caregiving,"Ronda C. Talley, Gregory L. Fricchione, Benjamin G. Druss"
Research Methods in Psychology,"Paul G. Nestor, Russell K. Schutt"
Psychology and the Real World,"FABBS Foundation, Morton Ann Gernsbacher, James R. Pomerantz"
"Wounded boys, heroic men",Daniel Jay Sonkin
Indigenous Men and Masculinities,"Warren Cariou, Daniel Heath Justice, Gregory A. Scofield, William Kahalepuna Richards Jr., Thomas Ka'auwai Kaulukukui Jr."
"Confirmatory Factor Analysis for Applied Research, Second Edition",Timothy A. Brown
Buddhist Psychology and Cognitive-Behavioral Therapy,"Dennis Tirch, Laura R. Silberstein-Tirch, Russell L. Kolts"
How to Not Always Be Working,Marlee Grace
Hard feelings,Macalester Bell
The developmental psychology of reasoning and decision-making,Henry Markovits
Dialogues on the Human Ape,"Laurent Dubreuil, Sue Savage-Rumbaugh"
Rereading Personal Narrative and Life Course,Brian Schiff
Happy Ever After,Paul Dolan
Edinburgh Castle Is Haunted!,Marie Morrison
Gettysburg Is Haunted!,Marie Morrison
Parental Alienation and Factitious Disorder by Proxy Beyond DSM-5,Michael Butz
Think Outside the Box,"Justine Avery, Liuba Syrotiuk"
When Older Women Speak,"Ester Carolina Apesoa-Varano, Charles S. Varano"
Warrior Heart Practice,Heatherash Amara
Admirable Evasions,Theodore Dalrymple
Creative Dance and Movement in Groupwork,Helen Payne
Psychoanalysis and art,Sandra Gosso
This messy magnificent life,Geneen Roth
The child,"Judith Rich Harris, Robert M. Liebert"
The nine myths of aging,Douglas H. Powell
Graduate study in psychology,American Psychological Association
The broken ladder,Keith Payne
Adult-child relations,"Dreikurs, Rudolf, Rudolf Dreikurs"
Adult development and aging,William J. Hoyer
Stress counselling,"Albert Ellis, Jack Gordon, Michael Neenan, Stephen Palmer"
European perspectives in psychology,"Pieter J. D. Drenth, Joseph A. Sergeant, Pieter Johan D. Drenth, A. Sergeant Joseph, J. Takens Roelf"
Cognitive behavior therapy with children,"Andrew W. Meyers, W. Edward Craighead"
Single subject research,"Stephen B. Richards, Ronald Taylor, Rangasamy Ramasamy, Rhonda Y. Richards"
American Brujeria,J. Allen Cross
Social Cognition and Communication,"Joseph P. Forgas, Orsolya Vincze, János László"
The French Revolution,Harold Behr
Self-Care for Adult Children of Emotionally Immature Parents,"Lindsay C. Gibson PsyD, Lindsay C. Gibson"
Failosophy,Elizabeth Day
The Wake Up,Michelle MiJung Kim
Fundamentals of psychology,"Stephen Michael Kosslyn, Stephen M. Kosslyn, Robin S. Rosenberg"
A Boob's Life,Leslie Lehr
Annual editions,William Buskist
Shakespeare and the imprints of performance,J. Gavin Paul
The sight of death,T. J. Clark
Success Is a Journey,Brian Tracy
Les méthodes en psychologie,Maurice Reuchlin
Psychology,Stephen L. Franzoi
Psychology in action,Karen Huffman
Contemporary psychology and effective behavior,James C. Coleman
When the hearing gets hard,Elaine Suss
Motivational interviewing for health care professionals,Bruce A. Berger
Self-fulfilling prophecy,Robert T. Tauber
Changing emotions,Dirk Hermans
Coping with Physical Illness,Rudolf H. Moos
Positive Magic,"Marion Weinstein, Judika Illes"
Unbecoming Nationalism,Helene Vosters
Psychosocial Aspects of Diabetes,"Deborah Christie, Clarissa Martin"
International Handbook of Research on Teachers' Beliefs,"Helenrose Fives, Michele Gregoire Gill"
Perinatal Loss,"Sheila Broderick, Ruth Cochrane"
Inner Bonding Workbook,"Margaret Paul, Katherine Woodward Thomas"
Adopted Teen Workbook,Barbara Neiman
Disruptive Tourism and its Untidy Guests,"S. Veijola, J. Germann Molz, Olli Pyyhtinen, E. Hockert, Alexander Grit, Jennie Germann Molz, Emily Höckert"
Psychopathology and Personality Dimensions,Gordon Claridge
